id_campaña_adquisicion,id_cliente,fecha,importe
XMAS23,C0023,2023-12-01,55.43
XMAS23,C0023,2024-01-01,57.67
XMAS23,C0023,2024-02-01,57.68
XMAS23,C0024,2023-12-01,55.72
XMAS23,C0024,2024-01-01,55.29
XMAS23,C0024,2024-02-01,54.06
XMAS23,C0024,2024-03-01,54.52
XMAS23,C0025,2023-12-01,61.35
XMAS23,C0025,2024-01-01,59.4
XMAS23,C0025,2024-02-01,62.9
XMAS23,C0026,2023-12-01,74.46
XMAS23,C0026,2024-01-01,76.49
XMAS23,C0026,2024-02-01,76.55
XMAS23,C0027,2023-12-01,53.81
XMAS23,C0027,2024-01-01,51.65
XMAS23,C0027,2024-02-01,52.16
XMAS23,C0027,2024-03-01,53.97
XMAS23,C0027,2024-04-01,53.65
XMAS23,C0028,2023-12-01,57.56
XMAS23,C0028,2024-01-01,57.12
XMAS23,C0028,2024-02-01,55.09
XMAS23,C0028,2024-03-01,55.83
XMAS23,C0029,2023-12-01,46.03
XMAS23,C0029,2024-01-01,46.07
XMAS23,C0029,2024-02-01,45.76
XMAS23,C0030,2023-12-01,61.19
XMAS23,C0030,2024-01-01,62.86
XMAS23,C0030,2024-02-01,63.75
XMAS23,C0031,2023-12-01,50.64
XMAS23,C0031,2024-01-01,50.87
XMAS23,C0031,2024-02-01,50.36
XMAS23,C0031,2024-03-01,49.77
XMAS23,C0032,2023-12-01,49.79
XMAS23,C0032,2024-01-01,51.06
XMAS23,C0032,2024-02-01,49.57
XMAS23,C0032,2024-03-01,50.55
XMAS23,C0033,2023-12-01,62.58
XMAS23,C0033,2024-01-01,61.79
XMAS23,C0033,2024-02-01,61.22
XMAS23,C0033,2024-03-01,63.43
XMAS23,C0033,2024-04-01,61.4
XMAS23,C0034,2023-12-01,69.88
XMAS23,C0034,2024-01-01,70.62
XMAS23,C0034,2024-02-01,66.76
XMAS23,C0034,2024-03-01,71.22
XMAS23,C0034,2024-04-01,66.91
XMAS23,C0034,2024-05-01,68.56
XMAS23,C0034,2024-06-01,66.65
XMAS23,C0034,2024-07-01,68.23
XMAS23,C0035,2023-12-01,23.25
XMAS23,C0035,2024-01-01,23.67
XMAS23,C0035,2024-02-01,22.52
XMAS23,C0035,2024-03-01,22.78
XMAS23,C0035,2024-04-01,23.14
XMAS23,C0036,2023-12-01,58.33
XMAS23,C0036,2024-01-01,67.49
XMAS23,C0036,2024-02-01,64.09
XMAS23,C0037,2023-12-01,49.93
XMAS23,C0037,2024-01-01,50.96
XMAS23,C0037,2024-02-01,49.59
XMAS23,C0037,2024-03-01,50.06
XMAS23,C0038,2023-12-01,66.37
XMAS23,C0038,2024-01-01,67.96
XMAS23,C0038,2024-02-01,66.64
XMAS23,C0038,2024-03-01,66.54
XMAS23,C0038,2024-04-01,68.76
XMAS23,C0039,2023-12-01,51.13
XMAS23,C0039,2024-01-01,52.18
XMAS23,C0039,2024-02-01,51.81
XMAS23,C0039,2024-03-01,51.23
XMAS23,C0039,2024-04-01,51.53
XMAS23,C0039,2024-05-01,51.2
XMAS23,C0039,2024-06-01,50.08
XMAS23,C0040,2023-12-01,72.98
XMAS23,C0040,2024-01-01,70.5
XMAS23,C0040,2024-02-01,73.83
XMAS23,C0041,2023-12-01,43.61
XMAS23,C0041,2024-01-01,46.22
XMAS23,C0041,2024-02-01,46.04
XMAS23,C0041,2024-03-01,45.76
XMAS23,C0042,2023-12-01,23.38
XMAS23,C0042,2024-01-01,22.63
XMAS23,C0042,2024-02-01,23.63
XMAS23,C0043,2023-12-01,71.31
XMAS23,C0043,2024-01-01,70.14
XMAS23,C0043,2024-02-01,71.31
XMAS23,C0043,2024-03-01,70.46
XMAS23,C0044,2023-12-01,42.51
XMAS23,C0044,2024-01-01,42.91
XMAS23,C0044,2024-02-01,42.65
XMAS23,C0044,2024-03-01,41.24
XMAS23,C0045,2023-12-01,30.98
XMAS23,C0045,2024-01-01,32.17
XMAS23,C0045,2024-02-01,31.41
XMAS23,C0046,2023-12-01,55.73
XMAS23,C0046,2024-01-01,53.75
XMAS23,C0046,2024-02-01,53.13
XMAS23,C0046,2024-03-01,54.47
XMAS23,C0047,2023-12-01,52.28
XMAS23,C0047,2024-01-01,50.74
XMAS23,C0047,2024-02-01,51.77
XMAS23,C0047,2024-03-01,51.76
XMAS23,C0048,2023-12-01,65.46
XMAS23,C0048,2024-01-01,65.8
XMAS23,C0048,2024-02-01,67.92
XMAS23,C0049,2023-12-01,66.22
XMAS23,C0049,2024-01-01,68.92
XMAS23,C0049,2024-02-01,64.96
XMAS23,C0049,2024-03-01,69.05
XMAS23,C0050,2023-12-01,55.22
XMAS23,C0050,2024-01-01,54.15
XMAS23,C0050,2024-02-01,55.44
XMAS23,C0050,2024-03-01,55.99
XMAS23,C0051,2023-12-01,42.66
XMAS23,C0051,2024-01-01,40.73
XMAS23,C0051,2024-02-01,40.56
XMAS23,C0051,2024-03-01,40.99
XMAS23,C0051,2024-04-01,40.79
XMAS23,C0051,2024-05-01,45.28
XMAS23,C0052,2023-12-01,57.29
XMAS23,C0052,2024-01-01,58.96
XMAS23,C0052,2024-02-01,56.34
XMAS23,C0052,2024-03-01,57.59
XMAS23,C0053,2023-12-01,54.83
XMAS23,C0053,2024-01-01,56.7
XMAS23,C0053,2024-02-01,56.5
XMAS23,C0053,2024-03-01,55.05
XMAS23,C0054,2023-12-01,64.21
XMAS23,C0054,2024-01-01,63.5
XMAS23,C0054,2024-02-01,62.37
XMAS23,C0055,2023-12-01,43.32
XMAS23,C0055,2024-01-01,41.9
XMAS23,C0055,2024-02-01,42.51
XMAS23,C0056,2023-12-01,50.02
XMAS23,C0056,2024-01-01,47.22
XMAS23,C0056,2024-02-01,47.17
XMAS23,C0057,2023-12-01,62.01
XMAS23,C0057,2024-01-01,60.69
XMAS23,C0057,2024-02-01,61.57
XMAS23,C0058,2023-12-01,72.35
XMAS23,C0058,2024-01-01,72.83
XMAS23,C0058,2024-02-01,72.57
XMAS23,C0058,2024-03-01,70.39
XMAS23,C0059,2023-12-01,66.58
XMAS23,C0059,2024-01-01,67.64
XMAS23,C0059,2024-02-01,65.95
XMAS23,C0060,2023-12-01,56.06
XMAS23,C0060,2024-01-01,54.08
XMAS23,C0060,2024-02-01,53.75
XMAS23,C0060,2024-03-01,53.87
XMAS23,C0060,2024-04-01,55.64
XMAS23,C0060,2024-05-01,54.77
XMAS23,C0061,2023-12-01,46.93
XMAS23,C0061,2024-01-01,48.24
XMAS23,C0061,2024-02-01,48.14
XMAS23,C0061,2024-03-01,46.92
XMAS23,C0061,2024-04-01,47.93
XMAS23,C0062,2023-12-01,58.32
XMAS23,C0062,2024-01-01,59.4
XMAS23,C0062,2024-02-01,60.26
XMAS23,C0062,2024-03-01,61.93
XMAS23,C0062,2024-04-01,60.55
XMAS23,C0063,2023-12-01,40.08
XMAS23,C0063,2024-01-01,38.28
XMAS23,C0063,2024-02-01,39.46
XMAS23,C0064,2023-12-01,42.3
XMAS23,C0064,2024-01-01,47.74
XMAS23,C0064,2024-02-01,46.33
XMAS23,C0064,2024-03-01,48.33
XMAS23,C0065,2023-12-01,75.09
XMAS23,C0065,2024-01-01,74.83
XMAS23,C0065,2024-02-01,76.97
XMAS23,C0065,2024-03-01,73.16
XMAS23,C0066,2023-12-01,60.42
XMAS23,C0066,2024-01-01,58.98
XMAS23,C0066,2024-02-01,59.87
XMAS23,C0067,2023-12-01,48.6
XMAS23,C0067,2024-01-01,48.05
XMAS23,C0067,2024-02-01,48.63
XMAS23,C0067,2024-03-01,49.96
XMAS23,C0068,2023-12-01,65.45
XMAS23,C0068,2024-01-01,63.68
XMAS23,C0068,2024-02-01,64.61
XMAS23,C0069,2023-12-01,71.15
XMAS23,C0069,2024-01-01,69.9
XMAS23,C0069,2024-02-01,70.74
XMAS23,C0070,2023-12-01,48.7
XMAS23,C0070,2024-01-01,49.13
XMAS23,C0070,2024-02-01,46.58
XMAS23,C0070,2024-03-01,46.4
XMAS23,C0070,2024-04-01,48.27
XMAS23,C0070,2024-05-01,47.74
XMAS23,C0071,2023-12-01,46.65
XMAS23,C0071,2024-01-01,49.27
XMAS23,C0071,2024-02-01,49.37
XMAS23,C0071,2024-03-01,49.41
XMAS23,C0072,2023-12-01,46.78
XMAS23,C0072,2024-01-01,46.16
XMAS23,C0072,2024-02-01,45.97
XMAS23,C0073,2023-12-01,66.26
XMAS23,C0073,2024-01-01,66.01
XMAS23,C0073,2024-02-01,69.75
XMAS23,C0074,2023-12-01,69.04
XMAS23,C0074,2024-01-01,69.46
XMAS23,C0074,2024-02-01,66.29
XMAS23,C0075,2023-12-01,74.3
XMAS23,C0075,2024-01-01,74.57
XMAS23,C0075,2024-02-01,75.17
XMAS23,C0076,2023-12-01,69.67
XMAS23,C0076,2024-01-01,68.22
XMAS23,C0076,2024-02-01,68.77
XMAS23,C0076,2024-03-01,70.2
XMAS23,C0076,2024-04-01,66.4
XMAS23,C0077,2023-12-01,30.87
XMAS23,C0077,2024-01-01,30.34
XMAS23,C0077,2024-02-01,30.89
XMAS23,C0078,2023-12-01,56.43
XMAS23,C0078,2024-01-01,56.51
XMAS23,C0078,2024-02-01,59.66
XMAS23,C0078,2024-03-01,58.07
XMAS23,C0078,2024-04-01,59.83
XMAS23,C0079,2023-12-01,40.23
XMAS23,C0079,2024-01-01,38.89
XMAS23,C0079,2024-02-01,38.42
XMAS23,C0080,2023-12-01,45.75
XMAS23,C0080,2024-01-01,46.54
XMAS23,C0080,2024-02-01,47.07
XMAS23,C0081,2023-12-01,55.67
XMAS23,C0081,2024-01-01,56.43
XMAS23,C0081,2024-02-01,55.32
XMAS23,C0082,2023-12-01,65.03
XMAS23,C0082,2024-01-01,65.28
XMAS23,C0082,2024-02-01,67.36
XMAS23,C0082,2024-03-01,64.16
XMAS23,C0082,2024-04-01,67.06
XMAS23,C0082,2024-05-01,67.74
XMAS23,C0083,2023-12-01,41.98
XMAS23,C0083,2024-01-01,41.3
XMAS23,C0083,2024-02-01,42.31
XMAS23,C0084,2023-12-01,21.7
XMAS23,C0084,2024-01-01,21.28
XMAS23,C0084,2024-02-01,22.0
XMAS23,C0084,2024-03-01,22.06
XMAS23,C0084,2024-04-01,21.6
XMAS23,C0084,2024-05-01,21.35
XMAS23,C0085,2023-12-01,55.54
XMAS23,C0085,2024-01-01,58.58
XMAS23,C0085,2024-02-01,55.73
XMAS23,C0086,2023-12-01,88.77
XMAS23,C0086,2024-01-01,88.92
XMAS23,C0086,2024-02-01,93.6
XMAS23,C0086,2024-03-01,90.43
XMAS23,C0086,2024-04-01,90.68
XMAS23,C0087,2023-12-01,52.6
XMAS23,C0087,2024-01-01,52.52
XMAS23,C0087,2024-02-01,51.19
XMAS23,C0088,2023-12-01,55.6
XMAS23,C0088,2024-01-01,54.72
XMAS23,C0088,2024-02-01,55.88
XMAS23,C0089,2023-12-01,79.53
XMAS23,C0089,2024-01-01,81.05
XMAS23,C0089,2024-02-01,81.2
XMAS23,C0090,2023-12-01,64.52
XMAS23,C0090,2024-01-01,62.41
XMAS23,C0090,2024-02-01,62.06
XMAS23,C0090,2024-03-01,63.96
XMAS23,C0090,2024-04-01,61.49
XMAS23,C0090,2024-05-01,62.81
XMAS23,C0091,2023-12-01,58.7
XMAS23,C0091,2024-01-01,56.46
XMAS23,C0091,2024-02-01,56.41
XMAS23,C0091,2024-03-01,57.07
XMAS23,C0091,2024-04-01,57.13
XMAS23,C0092,2023-12-01,58.5
XMAS23,C0092,2024-01-01,60.5
XMAS23,C0092,2024-02-01,62.57
XMAS23,C0093,2023-12-01,55.89
XMAS23,C0093,2024-01-01,59.16
XMAS23,C0093,2024-02-01,58.96
XMAS23,C0094,2023-12-01,37.67
XMAS23,C0094,2024-01-01,38.76
XMAS23,C0094,2024-02-01,38.78
XMAS23,C0095,2023-12-01,34.18
XMAS23,C0095,2024-01-01,34.79
XMAS23,C0095,2024-02-01,35.52
XMAS23,C0095,2024-03-01,34.44
XMAS23,C0096,2023-12-01,79.7
XMAS23,C0096,2024-01-01,80.37
XMAS23,C0096,2024-02-01,80.58
XMAS23,C0097,2023-12-01,58.46
XMAS23,C0097,2024-01-01,54.94
XMAS23,C0097,2024-02-01,55.84
XMAS23,C0098,2023-12-01,55.4
XMAS23,C0098,2024-01-01,54.67
XMAS23,C0098,2024-02-01,56.32
XMAS23,C0099,2023-12-01,54.75
XMAS23,C0099,2024-01-01,53.1
XMAS23,C0099,2024-02-01,54.8
XMAS23,C0099,2024-03-01,52.89
XMAS23,C0099,2024-04-01,52.09
XMAS23,C0100,2023-12-01,66.57
XMAS23,C0100,2024-01-01,66.32
XMAS23,C0100,2024-02-01,66.49
XMAS23,C0100,2024-03-01,63.19
XMAS23,C0100,2024-04-01,63.78
XMAS23,C0100,2024-05-01,66.15
XMAS23,C0100,2024-06-01,63.27
XMAS23,C0100,2024-07-01,64.32
XMAS23,C0101,2023-12-01,88.11
XMAS23,C0101,2024-01-01,92.71
XMAS23,C0101,2024-02-01,93.06
XMAS23,C0101,2024-03-01,91.58
XMAS23,C0102,2023-12-01,61.03
XMAS23,C0102,2024-01-01,63.21
XMAS23,C0102,2024-02-01,60.03
XMAS23,C0103,2023-12-01,47.24
XMAS23,C0103,2024-01-01,47.26
XMAS23,C0103,2024-02-01,47.51
XMAS23,C0104,2023-12-01,52.38
XMAS23,C0104,2024-01-01,52.46
XMAS23,C0104,2024-02-01,53.22
XMAS23,C0105,2023-12-01,69.83
XMAS23,C0105,2024-01-01,69.56
XMAS23,C0105,2024-02-01,67.31
XMAS23,C0105,2024-03-01,69.83
XMAS23,C0106,2023-12-01,46.68
XMAS23,C0106,2024-01-01,44.6
XMAS23,C0106,2024-02-01,45.6
XMAS23,C0106,2024-03-01,47.61
XMAS23,C0106,2024-04-01,46.51
XMAS23,C0107,2023-12-01,67.65
XMAS23,C0107,2024-01-01,68.35
XMAS23,C0107,2024-02-01,66.76
XMAS23,C0107,2024-03-01,64.26
XMAS23,C0107,2024-04-01,65.72
XMAS23,C0107,2024-05-01,67.09
XMAS23,C0107,2024-06-01,67.48
XMAS23,C0107,2024-07-01,65.79
XMAS23,C0107,2024-08-01,64.48
XMAS23,C0108,2023-12-01,21.45
XMAS23,C0108,2024-01-01,21.26
XMAS23,C0108,2024-02-01,21.54
XMAS23,C0108,2024-03-01,22.24
XMAS23,C0109,2023-12-01,49.69
XMAS23,C0109,2024-01-01,50.87
XMAS23,C0109,2024-02-01,50.84
XMAS23,C0110,2023-12-01,63.91
XMAS23,C0110,2024-01-01,62.31
XMAS23,C0110,2024-02-01,61.2
XMAS23,C0110,2024-03-01,64.65
XMAS23,C0110,2024-04-01,63.71
XMAS23,C0110,2024-05-01,61.44
XMAS24,C0111,2024-12-01,73.27
XMAS24,C0111,2025-01-01,72.68
XMAS24,C0111,2025-02-01,74.47
XMAS24,C0111,2025-03-01,75.74
XMAS24,C0112,2024-12-01,45.16
XMAS24,C0112,2025-01-01,46.47
XMAS24,C0112,2025-02-01,46.63
XMAS24,C0112,2025-03-01,47.27
XMAS24,C0112,2025-04-01,46.34
XMAS24,C0113,2024-12-01,37.09
XMAS24,C0113,2025-01-01,36.49
XMAS24,C0113,2025-02-01,37.31
XMAS24,C0114,2024-12-01,55.15
XMAS24,C0114,2025-01-01,52.21
XMAS24,C0114,2025-02-01,52.36
XMAS24,C0115,2024-12-01,42.05
XMAS24,C0115,2025-01-01,42.72
XMAS24,C0115,2025-02-01,42.45
XMAS24,C0116,2024-12-01,55.71
XMAS24,C0116,2025-01-01,53.75
XMAS24,C0116,2025-02-01,55.32
XMAS24,C0116,2025-03-01,56.89
XMAS24,C0117,2024-12-01,57.82
XMAS24,C0117,2025-01-01,57.61
XMAS24,C0117,2025-02-01,57.44
XMAS24,C0117,2025-03-01,55.38
XMAS24,C0117,2025-04-01,57.79
XMAS24,C0117,2025-05-01,57.75
XMAS24,C0118,2024-12-01,39.07
XMAS24,C0118,2025-01-01,39.96
XMAS24,C0118,2025-02-01,39.55
XMAS24,C0118,2025-03-01,37.57
XMAS24,C0119,2024-12-01,68.31
XMAS24,C0119,2025-01-01,67.19
XMAS24,C0119,2025-02-01,67.71
XMAS24,C0119,2025-03-01,70.33
XMAS24,C0119,2025-04-01,67.98
XMAS24,C0119,2025-05-01,68.44
XMAS24,C0120,2024-12-01,54.11
XMAS24,C0120,2025-01-01,54.27
XMAS24,C0120,2025-02-01,55.52
XMAS24,C0121,2024-12-01,74.33
XMAS24,C0121,2025-01-01,71.62
XMAS24,C0121,2025-02-01,71.54
XMAS24,C0121,2025-03-01,72.56
XMAS24,C0122,2024-12-01,30.91
XMAS24,C0122,2025-01-01,32.3
XMAS24,C0122,2025-02-01,32.35
XMAS24,C0123,2024-12-01,42.53
XMAS24,C0123,2025-01-01,42.96
XMAS24,C0123,2025-02-01,43.43
XMAS24,C0124,2024-12-01,64.72
XMAS24,C0124,2025-01-01,64.24
XMAS24,C0124,2025-02-01,65.58
XMAS24,C0124,2025-03-01,64.11
XMAS24,C0124,2025-04-01,64.79
XMAS24,C0125,2024-12-01,46.06
XMAS24,C0125,2025-01-01,45.34
XMAS24,C0125,2025-02-01,46.62
XMAS24,C0126,2024-12-01,56.79
XMAS24,C0126,2025-01-01,56.1
XMAS24,C0126,2025-02-01,56.65
XMAS24,C0126,2025-03-01,55.0
XMAS24,C0126,2025-04-01,53.58
XMAS24,C0127,2024-12-01,57.19
XMAS24,C0127,2025-01-01,57.72
XMAS24,C0127,2025-02-01,56.61
XMAS24,C0127,2025-03-01,59.25
XMAS24,C0127,2025-04-01,56.64
XMAS24,C0127,2025-05-01,58.13
XMAS24,C0128,2024-12-01,60.82
XMAS24,C0128,2025-01-01,60.23
XMAS24,C0128,2025-02-01,59.86
XMAS24,C0128,2025-03-01,60.29
XMAS24,C0129,2024-12-01,47.67
XMAS24,C0129,2025-01-01,48.69
XMAS24,C0129,2025-02-01,48.01
XMAS24,C0129,2025-03-01,46.66
XMAS24,C0129,2025-04-01,48.89
XMAS24,C0130,2024-12-01,60.13
XMAS24,C0130,2025-01-01,61.24
XMAS24,C0130,2025-02-01,57.4
XMAS24,C0131,2024-12-01,45.15
XMAS24,C0131,2025-01-01,45.99
XMAS24,C0131,2025-02-01,47.63
XMAS24,C0131,2025-03-01,44.86
XMAS24,C0132,2024-12-01,65.41
XMAS24,C0132,2025-01-01,67.53
XMAS24,C0132,2025-02-01,65.91
XMAS24,C0133,2024-12-01,57.27
XMAS24,C0133,2025-01-01,55.1
XMAS24,C0133,2025-02-01,56.53
XMAS24,C0133,2025-03-01,56.1
XMAS24,C0134,2024-12-01,58.42
XMAS24,C0134,2025-01-01,58.33
XMAS24,C0134,2025-02-01,58.63
XMAS24,C0135,2024-12-01,91.54
XMAS24,C0135,2025-01-01,92.25
XMAS24,C0135,2025-02-01,96.27
XMAS24,C0135,2025-03-01,90.98
XMAS24,C0135,2025-04-01,96.57
XMAS24,C0135,2025-05-01,95.43
XMAS24,C0136,2024-12-01,41.09
XMAS24,C0136,2025-01-01,41.26
XMAS24,C0136,2025-02-01,41.0
XMAS24,C0137,2024-12-01,75.23
XMAS24,C0137,2025-01-01,79.14
XMAS24,C0137,2025-02-01,74.88
XMAS24,C0137,2025-03-01,75.44
XMAS24,C0137,2025-04-01,77.56
XMAS24,C0138,2024-12-01,19.98
XMAS24,C0138,2025-01-01,19.54
XMAS24,C0138,2025-02-01,19.41
XMAS24,C0138,2025-03-01,19.97
XMAS24,C0138,2025-04-01,20.07
XMAS24,C0139,2024-12-01,28.95
XMAS24,C0139,2025-01-01,28.33
XMAS24,C0139,2025-02-01,27.24
XMAS24,C0139,2025-03-01,28.48
XMAS24,C0139,2025-04-01,27.41
XMAS24,C0139,2025-05-01,28.86
XMAS24,C0139,2025-06-01,28.03
XMAS24,C0139,2025-07-01,28.87
XMAS24,C0139,2025-08-01,29.72
XMAS24,C0140,2024-12-01,41.19
XMAS24,C0140,2025-01-01,39.81
XMAS24,C0140,2025-02-01,40.8
XMAS24,C0141,2024-12-01,39.85
XMAS24,C0141,2025-01-01,39.76
XMAS24,C0141,2025-02-01,40.03
XMAS24,C0142,2024-12-01,61.14
XMAS24,C0142,2025-01-01,60.44
XMAS24,C0142,2025-02-01,58.79
XMAS24,C0142,2025-03-01,61.52
XMAS24,C0142,2025-04-01,60.86
XMAS24,C0143,2024-12-01,59.83
XMAS24,C0143,2025-01-01,60.29
XMAS24,C0143,2025-02-01,60.23
XMAS24,C0143,2025-03-01,60.52
XMAS24,C0143,2025-04-01,68.14
XMAS24,C0144,2024-12-01,52.27
XMAS24,C0144,2025-01-01,53.35
XMAS24,C0144,2025-02-01,55.18
XMAS24,C0144,2025-03-01,52.27
XMAS24,C0144,2025-04-01,54.13
XMAS24,C0145,2024-12-01,53.77
XMAS24,C0145,2025-01-01,56.13
XMAS24,C0145,2025-02-01,54.85
XMAS24,C0145,2025-03-01,55.32
XMAS24,C0145,2025-04-01,54.21
XMAS24,C0145,2025-05-01,53.57
XMAS24,C0146,2024-12-01,65.63
XMAS24,C0146,2025-01-01,65.0
XMAS24,C0146,2025-02-01,64.93
XMAS24,C0146,2025-03-01,63.13
XMAS24,C0147,2024-12-01,69.11
XMAS24,C0147,2025-01-01,67.59
XMAS24,C0147,2025-02-01,67.04
XMAS24,C0147,2025-03-01,68.78
XMAS24,C0147,2025-04-01,66.88
XMAS24,C0148,2024-12-01,39.45
XMAS24,C0148,2025-01-01,38.34
XMAS24,C0148,2025-02-01,39.28
XMAS24,C0148,2025-03-01,38.2
XMAS24,C0149,2024-12-01,53.99
XMAS24,C0149,2025-01-01,50.63
XMAS24,C0149,2025-02-01,50.49
XMAS24,C0150,2024-12-01,57.36
XMAS24,C0150,2025-01-01,58.18
XMAS24,C0150,2025-02-01,55.99
XMAS24,C0150,2025-03-01,57.76
XMAS24,C0150,2025-04-01,57.02
XMAS24,C0150,2025-05-01,56.91
XMAS24,C0151,2024-12-01,62.68
XMAS24,C0151,2025-01-01,64.24
XMAS24,C0151,2025-02-01,62.88
XMAS24,C0152,2024-12-01,44.87
XMAS24,C0152,2025-01-01,46.97
XMAS24,C0152,2025-02-01,46.52
XMAS24,C0152,2025-03-01,45.92
XMAS24,C0153,2024-12-01,57.74
XMAS24,C0153,2025-01-01,54.52
XMAS24,C0153,2025-02-01,55.71
XMAS24,C0153,2025-03-01,54.14
XMAS24,C0154,2024-12-01,56.1
XMAS24,C0154,2025-01-01,58.1
XMAS24,C0154,2025-02-01,55.89
XMAS24,C0154,2025-03-01,56.64
XMAS24,C0155,2024-12-01,48.57
XMAS24,C0155,2025-01-01,47.39
XMAS24,C0155,2025-02-01,48.42
XMAS24,C0155,2025-03-01,47.7
XMAS24,C0155,2025-04-01,46.72
XMAS24,C0156,2024-12-01,47.56
XMAS24,C0156,2025-01-01,46.38
XMAS24,C0156,2025-02-01,48.51
XMAS24,C0156,2025-03-01,47.45
XMAS24,C0157,2024-12-01,58.66
XMAS24,C0157,2025-01-01,60.48
XMAS24,C0157,2025-02-01,59.84
XMAS24,C0158,2024-12-01,55.13
XMAS24,C0158,2025-01-01,54.97
XMAS24,C0158,2025-02-01,55.35
XMAS24,C0158,2025-03-01,56.25
XMAS24,C0158,2025-04-01,55.69
XMAS24,C0158,2025-05-01,54.04
XMAS24,C0159,2024-12-01,63.0
XMAS24,C0159,2025-01-01,66.22
XMAS24,C0159,2025-02-01,62.5
XMAS24,C0159,2025-03-01,63.29
XMAS24,C0159,2025-04-01,66.0
XMAS24,C0160,2024-12-01,43.24
XMAS24,C0160,2025-01-01,42.64
XMAS24,C0160,2025-02-01,43.56
XMAS24,C0161,2024-12-01,54.02
XMAS24,C0161,2025-01-01,60.28
XMAS24,C0161,2025-02-01,60.43
XMAS24,C0162,2024-12-01,53.09
XMAS24,C0162,2025-01-01,52.95
XMAS24,C0162,2025-02-01,54.26
XMAS24,C0162,2025-03-01,54.19
XMAS24,C0163,2024-12-01,67.59
XMAS24,C0163,2025-01-01,68.72
XMAS24,C0163,2025-02-01,71.04
XMAS24,C0164,2024-12-01,45.1
XMAS24,C0164,2025-01-01,43.66
XMAS24,C0164,2025-02-01,44.25
XMAS24,C0165,2024-12-01,59.09
XMAS24,C0165,2025-01-01,62.42
XMAS24,C0165,2025-02-01,60.24
XMAS24,C0166,2024-12-01,60.12
XMAS24,C0166,2025-01-01,62.25
XMAS24,C0166,2025-02-01,61.5
XMAS24,C0166,2025-03-01,62.2
